,index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,average_daily_liquidity_of_pool_in_$,average_daily_trading_volume_of_pool_in_$,exchange_fee%,daily_basic_earning_in_$,daily_basic_earning_in_%,annual_basic_earning_in_$,annual_basic_earning_in_%,total_liquidity_pool_size_in_$,daily_mining_reward_in_%,annual_mining_reward_in_%,daily_mining_reward_in_$,annual_mining_reward_in_$
0,2.0,0x0eD7e52944161450477ee417DE9Cd3a859b14fD0,4000.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,181488913.17907947,4518571.428571428,0.17,42.316634473544724,0.004231663447354473,15445.571582843828,1.5445571582843827,166996301.91702712,0.0814564168153781,29.73159213761301,814.5641681537811,297315.9213761301
1,3.0,0x58F876857a02D6762E0101bb5C46A8c1ED44Dc16,1100.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,285401459.4110352,30957142.85714286,0.17,184.39689469614532,0.018439689469614533,67304.86656409304,6.730486656409305,272259988.55375737,0.0137398195127959,5.01503412217053,137.398195127959,50150.34122170529
2,4.0,0x28415ff2C35b65B9E5c7de82126b4015ab9d031F,50.0,1.0,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,ADA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,9289384.241090173,1410000.0,0.17,257.8980719859999,0.02578980719859999,94132.79627488994,9.413279627488995,6886924.328775635,0.024689759401637,9.011762181597518,246.89759401637,90117.62181597517
3,5.0,0xDd5bAd8f8b360d76d12FdA230F8BAF42fe0022CF,100.0,1.0,0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402,DOT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,12368669.138351614,641428.5714285715,0.17,88.12589194582219,0.00881258919458222,32165.9505602251,3.21659505602251,10936874.247963214,0.0310941683774808,11.3493714577805,310.941683774808,113493.71457780499
4,6.0,0x824eb9faDFb377394430d2744fa7C42916DE3eCe,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,LINK,8655398.919997659,855714.2857142857,0.17,168.1856953295319,0.01681856953295319,61387.77879527915,6.138777879527915,7638225.03916891,0.0222612588425716,8.125359477538652,222.61258842571598,81253.59477538652
5,7.0,0x7EFaEf62fDdCCa950418312c6C91Aef321375A00,250.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,294069771.31541705,7402857.142857143,0.17,42.79353725476225,0.004279353725476225,15619.64109798822,1.561964109798822,268551318.22899854,0.0031658102782008,1.1555207515433163,31.658102782008,11555.207515433163
6,8.0,0x3DcB1787a95D2ea0Eb7d00887704EeBF0D79bb13,10.0,1.0,0x4B0F1812e5Df2A09796481Ff14017e6005508003,TWT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,2759548.6940997206,252857.14285714287,0.17,155.82258103268725,0.015582258103268725,56875.24207693085,5.687524207693085,1698781.623152295,0.0200186418757259,7.30680428463997,200.18641875725902,73068.0428463997
7,9.0,0x7EB5D86FD78f3852a3e0e064f2842d45a3dB6EA2,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63,XVS,3926864.44279348,157142.85714285713,0.17,68.02955921565196,0.006802955921565196,24830.789113712966,2.4830789113712965,3211153.114624303,0.052951852068457,19.32742600498681,529.5185206845699,193274.26004986808
8,10.0,0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,250.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,69502290.86179365,3211428.571428572,0.17,78.53800732159866,0.007853800732159865,28666.37267238351,2.866637267238351,63218556.100938216,0.0134483065718284,4.908631898717399,134.48306571828402,49086.31898717399
9,11.0,0x61EB789d75A95CAa3fF50ed7E47b96c132fEc082,250.0,1.0,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,66539579.23939207,1718571.4285714286,0.17,43.92659491190145,0.004392659491190144,16033.207142844025,1.6033207142844026,61659033.47166314,0.0137884503795291,5.032784388528147,137.884503795291,50327.843885281465
10,12.0,0xACF47CBEaab5c8A6Ee99263cfE43995f89fB3206,10.0,1.0,0xa1faa113cbE53436Df28FF0aEe54275c13B40975,ALPHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1043285899.2274352,57834.28571428572,0.17,0.09424070628464075,9.424070628464074e-06,34.39785779389387,0.003439785779389387,825879933.4524559,4.1177051967818445e-05,0.0150296239682537,0.41177051967818445,150.296239682537
11,13.0,0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,600.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1596509.328721533,33717142.85714286,0.17,35902.43439070381,3.5902434390703815,13104388.552606892,1310.4388552606893,1553066.105447094,1.3138127534820003,479.5416550209301,13138.127534820005,4795416.550209301
