,index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,average_daily_liquidity_of_pool_in_$,average_daily_trading_volume_of_pool_in_$,exchange_fee%,daily_basic_earning_in_$,daily_basic_earning_in_%,annual_basic_earning_in_$,annual_basic_earning_in_%,total_liquidity_pool_size_in_$,daily_mining_reward_in_%,annual_mining_reward_in_%,daily_mining_reward_in_$,annual_mining_reward_in_$
0,2.0,0x0eD7e52944161450477ee417DE9Cd3a859b14fD0,4000.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,180697812.71360025,3478571.4285714286,0.17,32.730256251965,0.0032730256251965,11946.543531967225,1.1946543531967226,166816474.7812603,0.0735615336750553,26.84995979139521,735.615336750553,268499.5979139521
1,3.0,0x58F876857a02D6762E0101bb5C46A8c1ED44Dc16,1100.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,287102827.0152066,33068571.42857143,0.17,195.80839186291007,0.019580839186291006,71470.06302996217,7.147006302996218,273886371.3949039,0.0123211710308419,4.497227426257325,123.211710308419,44972.27426257325
2,4.0,0x28415ff2C35b65B9E5c7de82126b4015ab9d031F,50.0,1.0,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,ADA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,8653625.673465177,1322857.142857143,0.17,259.841540808297,0.0259841540808297,94842.16239502841,9.48421623950284,6265390.701172197,0.0244822635819021,8.936026207394274,244.822635819021,89360.26207394274
3,5.0,0xDd5bAd8f8b360d76d12FdA230F8BAF42fe0022CF,100.0,1.0,0x7083609fCE4d1d8Dc0C979AAb8c869Ea2C873402,DOT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,11784981.881851483,970000.0,0.17,139.88748095660452,0.01398874809566045,51058.93054916064,5.105893054916065,10386805.947048375,0.0295357297270554,10.780541350375223,295.357297270554,107805.41350375224
4,6.0,0x824eb9faDFb377394430d2744fa7C42916DE3eCe,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,LINK,8370984.227440669,590000.0,0.17,119.9722382696166,0.01199722382696166,43789.86696841006,4.378986696841006,7429559.351591994,0.0206460355629069,7.535802980461042,206.46035562906903,75358.02980461041
5,7.0,0x7EFaEf62fDdCCa950418312c6C91Aef321375A00,250.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,310908587.5820253,7540000.0,0.17,41.22479522622186,0.004122479522622186,15047.05025757098,1.504705025757098,283794013.95687526,0.0027025049692028,0.9864143137590444,27.025049692028002,9864.143137590443
6,8.0,0x3DcB1787a95D2ea0Eb7d00887704EeBF0D79bb13,10.0,1.0,0x4B0F1812e5Df2A09796481Ff14017e6005508003,TWT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,2770958.4843179598,238571.42857142855,0.17,146.9321389862219,0.01469321389862219,53630.230729971,5.3630230729971,1707078.8520991902,0.0179711612502342,6.559473856335488,179.711612502342,65594.73856335488
7,9.0,0x7EB5D86FD78f3852a3e0e064f2842d45a3dB6EA2,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63,XVS,4028551.229880562,200000.0,0.17,84.39758627820163,0.008439758627820163,30805.118991543593,3.0805118991543594,3325500.457517121,0.0461256729774203,16.83587063675841,461.256729774203,168358.7063675841
8,10.0,0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,250.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,59960870.27437435,4292857.142857143,0.17,121.72223977360514,0.012172223977360515,44428.617517365885,4.442861751736588,53760629.10892604,0.0142661041297439,5.207128007356535,142.661041297439,52071.28007356534
9,11.0,0x61EB789d75A95CAa3fF50ed7E47b96c132fEc082,250.0,1.0,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,64473284.03553884,1894285.7142857143,0.17,49.94316712989333,0.004994316712989333,18229.256002411064,1.8229256002411065,59611596.3499466,0.012865864695958,4.6960406140247,128.65864695958,46960.406140247
10,12.0,0xACF47CBEaab5c8A6Ee99263cfE43995f89fB3206,10.0,1.0,0xa1faa113cbE53436Df28FF0aEe54275c13B40975,ALPHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1055367822.4650444,69102.85714285714,0.17,0.11131122554020893,1.1131122554020892e-05,40.62859732217625,0.004062859732217625,836615227.8759052,3.666941300581938e-05,0.013384335747124,0.3666941300581938,133.84335747123998
11,13.0,0x16b9a82891338f9bA80E2D6970FddA79D1eb0daE,600.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1613989.9584948744,40277142.85714286,0.17,42422.81659785025,4.242281659785025,15484328.05821534,1548.4328058215342,1569944.889141978,1.1724560344805153,427.9464525853881,11724.560344805152,4279464.525853882
